
x=0, y=0, width=20, height=20, color=[62, 129, 237]
x=63, y=378, width=20, height=20, color=[62, 129, 237]
x=63, y=399, width=20, height=20, color=[62, 129, 237]
x=63, y=420, width=20, height=20, color=[62, 237, 106]
x=63, y=441, width=20, height=20, color=[62, 129, 237]
x=63, y=462, width=20, height=20, color=[237, 173, 62]
x=63, y=483, width=20, height=20, color=[62, 129, 237]
x=63, y=504, width=20, height=20, color=[62, 237, 106]
x=63, y=525, width=20, height=20, color=[62, 129, 237]
x=63, y=546, width=20, height=20, color=[62, 129, 237]
x=63, y=567, width=20, height=20, color=[62, 129, 237]
x=63, y=588, width=20, height=20, color=[62, 237, 106]
x=63, y=609, width=20, height=20, color=[62, 129, 237]
x=63, y=630, width=20, height=20, color=[62, 129, 237]
x=63, y=651, width=20, height=20, color=[62, 237, 106]
x=63, y=672, width=20, height=20, color=[62, 129, 237]
x=63, y=693, width=20, height=20, color=[62, 237, 106]
x=63, y=714, width=20, height=20, color=[62, 129, 237]
x=63, y=735, width=20, height=20, color=[62, 129, 237]
x=63, y=756, width=20, height=20, color=[62, 237, 106]
x=63, y=777, width=20, height=20, color=[237, 173, 62]
x=63, y=798, width=20, height=20, color=[237, 173, 62]
x=63, y=819, width=20, height=20, color=[62, 129, 237]
x=63, y=840, width=20, height=20, color=[237, 173, 62]
x=63, y=861, width=20, height=20, color=[62, 237, 106]
x=84, y=0, width=20, height=20, color=[237, 173, 62]
x=84, y=21, width=20, height=20, color=[62, 129, 237]
x=84, y=42, width=20, height=20, color=[62, 237, 106]
x=84, y=63, width=20, height=20, color=[62, 129, 237]
x=84, y=84, width=20, height=20, color=[237, 173, 62]
x=84, y=105, width=20, height=20, color=[62, 237, 106]
x=84, y=126, width=20, height=20, color=[62, 237, 106]
x=84, y=147, width=20, height=20, color=[62, 129, 237]
x=84, y=168, width=20, height=20, color=[62, 129, 237]
x=84, y=189, width=20, height=20, color=[62, 129, 237]
x=84, y=210, width=20, height=20, color=[62, 129, 237]
x=84, y=231, width=20, height=20, color=[62, 129, 237]
x=84, y=252, width=20, height=20, color=[62, 129, 237]
x=84, y=273, width=20, height=20, color=[62, 129, 237]
x=84, y=294, width=20, height=20, color=[62, 237, 106]
x=84, y=315, width=20, height=20, color=[62, 129, 237]
x=84, y=336, width=20, height=20, color=[237, 173, 62]
x=84, y=357, width=20, height=20, color=[62, 129, 237]
x=84, y=378, width=20, height=20, color=[62, 237, 106]
x=84, y=399, width=20, height=20, color=[62, 129, 237]
x=84, y=420, width=20, height=20, color=[62, 129, 237]
x=84, y=441, width=20, height=20, color=[62, 237, 106]
x=84, y=462, width=20, height=20, color=[237, 173, 62]
x=84, y=483, width=20, height=20, color=[62, 237, 106]
x=84, y=504, width=20, height=20, color=[62, 129, 237]
x=84, y=525, width=20, height=20, color=[62, 237, 106]
x=84, y=546, width=20, height=20, color=[237, 173, 62]
x=84, y=567, width=20, height=20, color=[62, 129, 237]
x=84, y=588, width=20, height=20, color=[237, 173, 62]
x=84, y=609, width=20, height=20, color=[62, 129, 237]
x=84, y=630, width=20, height=20, color=[237, 173, 62]
x=84, y=651, width=20, height=20, color=[237, 173, 62]
x=84, y=672, width=20, height=20, color=[237, 173, 62]
x=84, y=693, width=20, height=20, color=[62, 237, 106]
x=84, y=714, width=20, height=20, color=[62, 237, 106]
x=84, y=735, width=20, height=20, color=[62, 129, 237]
x=84, y=756, width=20, height=20, color=[237, 173, 62]
x=84, y=777, width=20, height=20, color=[62, 129, 237]
x=84, y=798, width=20, height=20, color=[62, 129, 237]
x=84, y=819, width=20, height=20, color=[62, 129, 237]
x=84, y=840, width=20, height=20, color=[62, 129, 237]
x=84, y=861, width=20, height=20, color=[62, 129, 237]
x=105, y=0, width=20, height=20, color=[237, 173, 62]
x=105, y=21, width=20, height=20, color=[62, 237, 106]
x=105, y=42, width=20, height=20, color=[237, 173, 62]
x=105, y=63, width=20, height=20, color=[237, 173, 62]
x=105, y=84, width=20, height=20, color=[62, 237, 106]
x=105, y=105, width=20, height=20, color=[62, 237, 106]
x=105, y=126, width=20, height=20, color=[237, 173, 62]
x=105, y=147, width=20, height=20, color=[62, 237, 106]
x=105, y=168, width=20, height=20, color=[237, 173, 62]
x=105, y=189, width=20, height=20, color=[62, 237, 106]
x=105, y=210, width=20, height=20, color=[62, 237, 106]
x=105, y=231, width=20, height=20, color=[237, 173, 62]
x=105, y=252, width=20, height=20, color=[62, 129, 237]
x=105, y=273, width=20, height=20, color=[62, 237, 106]
x=105, y=294, width=20, height=20, color=[237, 173, 62]
x=105, y=315, width=20, height=20, color=[62, 237, 106]
x=105, y=336, width=20, height=20, color=[62, 129, 237]
x=105, y=357, width=20, height=20, color=[62, 129, 237]
x=105, y=378, width=20, height=20, color=[62, 129, 237]
x=105, y=399, width=20, height=20, color=[62, 129, 237]
x=105, y=420, width=20, height=20, color=[62, 129, 237]
x=105, y=441, width=20, height=20, color=[62, 237, 106]
x=105, y=462, width=20, height=20, color=[62, 129, 237]
x=105, y=483, width=20, height=20, color=[62, 237, 106]
x=105, y=504, width=20, height=20, color=[62, 129, 237]
x=105, y=525, width=20, height=20, color=[62, 129, 237]
x=105, y=546, width=20, height=20, color=[237, 173, 62]
x=105, y=567, width=20, height=20, color=[237, 173, 62]
x=105, y=588, width=20, height=20, color=[62, 129, 237]
x=105, y=609, width=20, height=20, color=[62, 129, 237]
x=105, y=630, width=20, height=20, color=[62, 237, 106]
x=105, y=651, width=20, height=20, color=[62, 129, 237]
x=105, y=672, width=20, height=20, color=[237, 173, 62]
x=105, y=693, width=20, height=20, color=[237, 173, 62]
x=105, y=714, width=20, height=20, color=[62, 129, 237]
x=105, y=735, width=20, height=20, color=[237, 173, 62]
x=105, y=756, width=20, height=20, color=[62, 237, 106]
x=105, y=777, width=20, height=20, color=[62, 237, 106]
x=105, y=798, width=20, height=20, color=[62, 129, 237]
x=105, y=819, width=20, height=20, color=[237, 173, 62]
x=105, y=840, width=20, height=20, color=[62, 237, 106]
x=105, y=861, width=20, height=20, color=[62, 237, 106]
x=126, y=0, width=20, height=20, color=[62, 237, 106]
x=126, y=21, width=20, height=20, color=[62, 237, 106]
x=126, y=42, width=20, height=20, color=[62, 129, 237]
x=126, y=63, width=20, height=20, color=[62, 129, 237]
x=126, y=84, width=20, height=20, color=[62, 129, 237]
x=126, y=105, width=20, height=20, color=[237, 173, 62]
x=126, y=126, width=20, height=20, color=[62, 237, 106]
x=126, y=147, width=20, height=20, color=[237, 173, 62]
x=126, y=168, width=20, height=20, color=[62, 237, 106]
x=126, y=189, width=20, height=20, color=[62, 237, 106]
x=126, y=210, width=20, height=20, color=[237, 173, 62]
x=126, y=231, width=20, height=20, color=[62, 237, 106]
x=126, y=252, width=20, height=20, color=[237, 173, 62]
x=126, y=273, width=20, height=20, color=[62, 129, 237]
x=126, y=294, width=20, height=20, color=[237, 173, 62]
x=126, y=315, width=20, height=20, color=[237, 173, 62]
x=126, y=336, width=20, height=20, color=[62, 237, 106]
x=126, y=357, width=20, height=20, color=[62, 237, 106]
x=126, y=378, width=20, height=20, color=[62, 129, 237]
x=126, y=399, width=20, height=20, color=[237, 173, 62]
x=126, y=420, width=20, height=20, color=[62, 237, 106]
x=126, y=441, width=20, height=20, color=[237, 173, 62]
x=126, y=462, width=20, height=20, color=[237, 173, 62]
x=126, y=483, width=20, height=20, color=[237, 173, 62]
x=126, y=504, width=20, height=20, color=[62, 129, 237]
x=126, y=525, width=20, height=20, color=[62, 129, 237]
x=126, y=546, width=20, height=20, color=[237, 173, 62]
x=126, y=567, width=20, height=20, color=[62, 237, 106]
x=126, y=588, width=20, height=20, color=[237, 173, 62]
x=126, y=609, width=20, height=20, color=[62, 237, 106]
x=126, y=630, width=20, height=20, color=[62, 237, 106]
x=126, y=651, width=20, height=20, color=[62, 237, 106]
x=126, y=672, width=20, height=20, color=[237, 173, 62]
x=126, y=693, width=20, height=20, color=[62, 237, 106]
x=126, y=714, width=20, height=20, color=[62, 129, 237]
x=126, y=735, width=20, height=20, color=[62, 237, 106]
x=126, y=756, width=20, height=20, color=[237, 173, 62]
x=126, y=777, width=20, height=20, color=[62, 129, 237]
x=126, y=798, width=20, height=20, color=[62, 237, 106]
x=126, y=819, width=20, height=20, color=[237, 173, 62]
x=126, y=840, width=20, height=20, color=[237, 173, 62]
x=126, y=861, width=20, height=20, color=[62, 129, 237]
x=147, y=0, width=20, height=20, color=[62, 129, 237]
x=147, y=21, width=20, height=20, color=[62, 237, 106]
x=147, y=42, width=20, height=20, color=[237, 173, 62]
x=147, y=63, width=20, height=20, color=[62, 237, 106]
x=147, y=84, width=20, height=20, color=[62, 129, 237]
x=147, y=105, width=20, height=20, color=[237, 173, 62]
x=147, y=126, width=20, height=20, color=[237, 173, 62]
x=147, y=147, width=20, height=20, color=[237, 173, 62]
x=147, y=168, width=20, height=20, color=[62, 237, 106]
x=147, y=189, width=20, height=20, color=[62, 237, 106]
x=147, y=210, width=20, height=20, color=[62, 129, 237]
x=147, y=231, width=20, height=20, color=[62, 129, 237]
x=147, y=252, width=20, height=20, color=[237, 173, 62]
x=147, y=273, width=20, height=20, color=[237, 173, 62]
x=147, y=294, width=20, height=20, color=[62, 129, 237]
x=147, y=315, width=20, height=20, color=[62, 237, 106]
x=147, y=336, width=20, height=20, color=[62, 129, 237]
x=147, y=357, width=20, height=20, color=[62, 237, 106]
x=147, y=378, width=20, height=20, color=[62, 237, 106]
x=147, y=399, width=20, height=20, color=[237, 173, 62]
x=147, y=420, width=20, height=20, color=[237, 173, 62]
x=147, y=441, width=20, height=20, color=[237, 173, 62]
x=147, y=462, width=20, height=20, color=[62, 129, 237]
x=147, y=483, width=20, height=20, color=[237, 173, 62]
x=147, y=504, width=20, height=20, color=[62, 129, 237]
x=147, y=525, width=20, height=20, color=[237, 173, 62]
x=147, y=546, width=20, height=20, color=[237, 173, 62]
x=147, y=567, width=20, height=20, color=[62, 237, 106]
x=147, y=588, width=20, height=20, color=[62, 237, 106]
x=147, y=609, width=20, height=20, color=[62, 129, 237]
x=147, y=630, width=20, height=20, color=[62, 129, 237]
x=147, y=651, width=20, height=20, color=[62, 129, 237]
x=147, y=672, width=20, height=20, color=[237, 173, 62]
x=147, y=693, width=20, height=20, color=[62, 129, 237]
x=147, y=714, width=20, height=20, color=[62, 237, 106]
x=147, y=735, width=20, height=20, color=[62, 237, 106]
x=147, y=756, width=20, height=20, color=[62, 129, 237]
x=147, y=777, width=20, height=20, color=[237, 173, 62]
x=147, y=798, width=20, height=20, color=[237, 173, 62]
x=147, y=819, width=20, height=20, color=[62, 129, 237]
x=147, y=840, width=20, height=20, color=[62, 129, 237]
x=147, y=861, width=20, height=20, color=[62, 237, 106]
x=168, y=0, width=20, height=20, color=[62, 237, 106]
x=168, y=21, width=20, height=20, color=[62, 129, 237]
x=168, y=42, width=20, height=20, color=[237, 173, 62]
x=168, y=63, width=20, height=20, color=[62, 129, 237]
x=168, y=84, width=20, height=20, color=[62, 237, 106]
x=168, y=105, width=20, height=20, color=[62, 237, 106]
x=168, y=126, width=20, height=20, color=[62, 237, 106]
x=168, y=147, width=20, height=20, color=[237, 173, 62]
x=168, y=168, width=20, height=20, color=[62, 129, 237]
x=168, y=189, width=20, height=20, color=[237, 173, 62]
x=168, y=210, width=20, height=20, color=[62, 129, 237]
x=168, y=231, width=20, height=20, color=[62, 237, 106]
x=168, y=252, width=20, height=20, color=[62, 129, 237]
x=168, y=273, width=20, height=20, color=[62, 237, 106]
x=168, y=294, width=20, height=20, color=[62, 129, 237]
x=168, y=315, width=20, height=20, color=[62, 237, 106]
x=168, y=336, width=20, height=20, color=[62, 129, 237]
x=168, y=357, width=20, height=20, color=[62, 129, 237]
x=168, y=378, width=20, height=20, color=[237, 173, 62]
x=168, y=399, width=20, height=20, color=[62, 237, 106]
x=168, y=420, width=20, height=20, color=[62, 237, 106]
x=168, y=441, width=20, height=20, color=[237, 173, 62]
x=168, y=462, width=20, height=20, color=[62, 237, 106]
x=168, y=483, width=20, height=20, color=[62, 129, 237]
x=168, y=504, width=20, height=20, color=[62, 237, 106]
x=168, y=525, width=20, height=20, color=[237, 173, 62]
x=168, y=546, width=20, height=20, color=[62, 237, 106]
x=168, y=567, width=20, height=20, color=[62, 237, 106]
x=168, y=588, width=20, height=20, color=[237, 173, 62]
x=168, y=609, width=20, height=20, color=[237, 173, 62]
x=168, y=630, width=20, height=20, color=[62, 129, 237]
x=168, y=651, width=20, height=20, color=[237, 173, 62]
x=168, y=672, width=20, height=20, color=[237, 173, 62]
x=168, y=693, width=20, height=20, color=[237, 173, 62]
x=168, y=714, width=20, height=20, color=[62, 129, 237]
x=168, y=735, width=20, height=20, color=[62, 129, 237]
x=168, y=756, width=20, height=20, color=[237, 173, 62]
x=168, y=777, width=20, height=20, color=[62, 129, 237]
x=168, y=798, width=20, height=20, color=[62, 237, 106]
x=168, y=819, width=20, height=20, color=[62, 129, 237]
x=168, y=840, width=20, height=20, color=[237, 173, 62]
x=168, y=861, width=20, height=20, color=[62, 129, 237]
x=189, y=0, width=20, height=20, color=[237, 173, 62]
x=189, y=21, width=20, height=20, color=[237, 173, 62]
x=189, y=42, width=20, height=20, color=[62, 237, 106]
x=189, y=63, width=20, height=20, color=[62, 237, 106]
x=189, y=84, width=20, height=20, color=[62, 237, 106]
x=189, y=105, width=20, height=20, color=[62, 237, 106]
x=189, y=126, width=20, height=20, color=[62, 237, 106]
x=189, y=147, width=20, height=20, color=[62, 129, 237]
x=189, y=168, width=20, height=20, color=[62, 237, 106]
x=189, y=189, width=20, height=20, color=[62, 129, 237]
x=189, y=210, width=20, height=20, color=[62, 129, 237]
x=189, y=231, width=20, height=20, color=[62, 237, 106]
x=189, y=252, width=20, height=20, color=[62, 129, 237]
x=189, y=273, width=20, height=20, color=[62, 237, 106]
x=189, y=294, width=20, height=20, color=[62, 237, 106]
x=189, y=315, width=20, height=20, color=[62, 237, 106]
x=189, y=336, width=20, height=20, color=[62, 237, 106]
x=189, y=357, width=20, height=20, color=[237, 173, 62]
x=189, y=378, width=20, height=20, color=[237, 173, 62]
x=189, y=399, width=20, height=20, color=[237, 173, 62]
x=189, y=420, width=20, height=20, color=[237, 173, 62]
x=189, y=441, width=20, height=20, color=[237, 173, 62]
x=189, y=462, width=20, height=20, color=[237, 173, 62]
x=189, y=483, width=20, height=20, color=[62, 237, 106]
x=189, y=504, width=20, height=20, color=[62, 237, 106]
x=189, y=525, width=20, height=20, color=[62, 129, 237]
x=189, y=546, width=20, height=20, color=[237, 173, 62]
x=189, y=567, width=20, height=20, color=[62, 129, 237]
x=189, y=588, width=20, height=20, color=[237, 173, 62]
x=189, y=609, width=20, height=20, color=[62, 237, 106]
x=189, y=630, width=20, height=20, color=[62, 237, 106]
x=189, y=651, width=20, height=20, color=[237, 173, 62]
x=189, y=672, width=20, height=20, color=[237, 173, 62]
x=189, y=693, width=20, height=20, color=[62, 129, 237]
x=189, y=714, width=20, height=20, color=[237, 173, 62]
x=189, y=735, width=20, height=20, color=[62, 237, 106]
x=189, y=756, width=20, height=20, color=[62, 237, 106]
x=189, y=777, width=20, height=20, color=[237, 173, 62]
x=189, y=798, width=20, height=20, color=[237, 173, 62]
x=189, y=819, width=20, height=20, color=[62, 237, 106]
x=189, y=840, width=20, height=20, color=[62, 237, 106]
x=189, y=861, width=20, height=20, color=[62, 129, 237]
x=210, y=0, width=20, height=20, color=[237, 173, 62]
x=210, y=21, width=20, height=20, color=[62, 237, 106]
x=210, y=42, width=20, height=20, color=[62, 237, 106]
x=210, y=63, width=20, height=20, color=[62, 129, 237]
x=210, y=84, width=20, height=20, color=[237, 173, 62]
x=210, y=105, width=20, height=20, color=[62, 237, 106]
x=210, y=126, width=20, height=20, color=[62, 237, 106]
x=210, y=147, width=20, height=20, color=[62, 129, 237]
x=210, y=168, width=20, height=20, color=[62, 129, 237]
x=210, y=189, width=20, height=20, color=[62, 237, 106]
x=210, y=210, width=20, height=20, color=[62, 129, 237]
x=210, y=231, width=20, height=20, color=[237, 173, 62]
x=210, y=252, width=20, height=20, color=[62, 129, 237]
x=210, y=273, width=20, height=20, color=[237, 173, 62]
x=210, y=294, width=20, height=20, color=[62, 129, 237]
x=210, y=315, width=20, height=20, color=[237, 173, 62]
x=210, y=336, width=20, height=20, color=[62, 129, 237]
x=210, y=357, width=20, height=20, color=[237, 173, 62]
x=210, y=378, width=20, height=20, color=[62, 237, 106]
x=210, y=399, width=20, height=20, color=[237, 173, 62]
x=210, y=420, width=20, height=20, color=[62, 237, 106]
x=210, y=441, width=20, height=20, color=[237, 173, 62]
x=210, y=462, width=20, height=20, color=[62, 237, 106]
x=210, y=483, width=20, height=20, color=[62, 129, 237]
x=210, y=504, width=20, height=20, color=[62, 129, 237]
x=210, y=525, width=20, height=20, color=[62, 237, 106]
x=210, y=546, width=20, height=20, color=[62, 129, 237]
x=210, y=567, width=20, height=20, color=[237, 173, 62]
x=210, y=588, width=20, height=20, color=[237, 173, 62]
x=210, y=609, width=20, height=20, color=[237, 173, 62]
x=210, y=630, width=20, height=20, color=[62, 237, 106]
x=210, y=651, width=20, height=20, color=[237, 173, 62]
x=210, y=672, width=20, height=20, color=[62, 129, 237]
x=210, y=693, width=20, height=20, color=[62, 129, 237]
x=210, y=714, width=20, height=20, color=[62, 237, 106]
x=210, y=735, width=20, height=20, color=[62, 237, 106]
x=210, y=756, width=20, height=20, color=[62, 237, 106]
x=210, y=777, width=20, height=20, color=[62, 129, 237]
x=210, y=798, width=20, height=20, color=[62, 129, 237]
x=210, y=819, width=20, height=20, color=[237, 173, 62]
x=210, y=840, width=20, height=20, color=[62, 237, 106]
x=210, y=861, width=20, height=20, color=[62, 237, 106]
x=231, y=0, width=20, height=20, color=[237, 173, 62]
x=231, y=21, width=20, height=20, color=[62, 129, 237]
x=231, y=42, width=20, height=20, color=[62, 237, 106]
x=231, y=63, width=20, height=20, color=[62, 129, 237]
x=231, y=84, width=20, height=20, color=[237, 173, 62]
x=231, y=105, width=20, height=20, color=[237, 173, 62]
x=231, y=126, width=20, height=20, color=[237, 173, 62]
x=231, y=147, width=20, height=20, color=[237, 173, 62]
x=231, y=168, width=20, height=20, color=[62, 237, 106]
x=231, y=189, width=20, height=20, color=[62, 237, 106]
x=231, y=210, width=20, height=20, color=[237, 173, 62]
x=231, y=231, width=20, height=20, color=[62, 237, 106]
x=231, y=252, width=20, height=20, color=[62, 129, 237]
x=231, y=273, width=20, height=20, color=[62, 237, 106]
x=231, y=294, width=20, height=20, color=[62, 237, 106]
x=231, y=315, width=20, height=20, color=[62, 237, 106]
x=231, y=336, width=20, height=20, color=[62, 129, 237]
x=231, y=357, width=20, height=20, color=[62, 237, 106]
x=231, y=378, width=20, height=20, color=[62, 237, 106]
x=231, y=399, width=20, height=20, color=[62, 129, 237]
x=231, y=420, width=20, height=20, color=[237, 173, 62]
x=231, y=441, width=20, height=20, color=[62, 237, 106]
x=231, y=462, width=20, height=20, color=[237, 173, 62]
x=231, y=483, width=20, height=20, color=[237, 173, 62]
x=231, y=504, width=20, height=20, color=[62, 237, 106]
x=231, y=525, width=20, height=20, color=[62, 237, 106]
x=231, y=546, width=20, height=20, color=[62, 129, 237]
x=231, y=567, width=20, height=20, color=[62, 237, 106]
x=231, y=588, width=20, height=20, color=[62, 129, 237]
x=231, y=609, width=20, height=20, color=[62, 237, 106]
x=231, y=630, width=20, height=20, color=[62, 129, 237]
x=231, y=651, width=20, height=20, color=[62, 129, 237]
x=231, y=672, width=20, height=20, color=[62, 129, 237]
x=231, y=693, width=20, height=20, color=[62, 237, 106]
x=231, y=714, width=20, height=20, color=[62, 237, 106]
x=231, y=735, width=20, height=20, color=[62, 237, 106]
