x,y,width,height,color
84,861,20,20,"(143, 219, 70, 255)"
105,0,20,20,"(143, 219, 70, 255)"
105,21,20,20,"(168, 118, 62, 255)"
105,42,20,20,"(143, 219, 70, 255)"
105,63,20,20,"(143, 219, 70, 255)"
105,84,20,20,"(143, 219, 70, 255)"
105,105,20,20,"(143, 219, 70, 255)"
105,126,20,20,"(143, 219, 70, 255)"
105,147,20,20,"(168, 118, 62, 255)"
105,168,20,20,"(143, 219, 70, 255)"
105,189,20,20,"(168, 118, 62, 255)"
105,210,20,20,"(143, 219, 70, 255)"
105,231,20,20,"(73, 109, 250, 255)"
105,252,20,20,"(73, 109, 250, 255)"
105,273,20,20,"(73, 109, 250, 255)"
105,294,20,20,"(73, 109, 250, 255)"
105,315,20,20,"(143, 219, 70, 255)"
105,336,20,20,"(143, 219, 70, 255)"
105,357,20,20,"(168, 118, 62, 255)"
105,378,20,20,"(143, 219, 70, 255)"
105,399,20,20,"(168, 118, 62, 255)"
105,420,20,20,"(168, 118, 62, 255)"
105,441,20,20,"(168, 118, 62, 255)"
105,462,20,20,"(143, 219, 70, 255)"
105,483,20,20,"(143, 219, 70, 255)"
105,504,20,20,"(143, 219, 70, 255)"
105,525,20,20,"(168, 118, 62, 255)"
105,546,20,20,"(143, 219, 70, 255)"
105,567,20,20,"(143, 219, 70, 255)"
105,588,20,20,"(168, 118, 62, 255)"
105,609,20,20,"(143, 219, 70, 255)"
105,630,20,20,"(168, 118, 62, 255)"
105,651,20,20,"(168, 118, 62, 255)"
105,672,20,20,"(168, 118, 62, 255)"
105,693,20,20,"(73, 109, 250, 255)"
105,714,20,20,"(73, 109, 250, 255)"
105,735,20,20,"(143, 219, 70, 255)"
105,756,20,20,"(143, 219, 70, 255)"
105,777,20,20,"(143, 219, 70, 255)"
105,798,20,20,"(143, 219, 70, 255)"
105,819,20,20,"(168, 118, 62, 255)"
105,840,20,20,"(143, 219, 70, 255)"
105,861,20,20,"(143, 219, 70, 255)"
126,0,20,20,"(143, 219, 70, 255)"
126,21,20,20,"(143, 219, 70, 255)"
126,42,20,20,"(143, 219, 70, 255)"
126,63,20,20,"(143, 219, 70, 255)"
126,84,20,20,"(143, 219, 70, 255)"
126,105,20,20,"(143, 219, 70, 255)"
126,126,20,20,"(143, 219, 70, 255)"
126,147,20,20,"(168, 118, 62, 255)"
126,168,20,20,"(143, 219, 70, 255)"
126,189,20,20,"(168, 118, 62, 255)"
126,210,20,20,"(143, 219, 70, 255)"
126,231,20,20,"(73, 109, 250, 255)"
126,252,20,20,"(73, 109, 250, 255)"
126,273,20,20,"(143, 219, 70, 255)"
126,294,20,20,"(143, 219, 70, 255)"
126,315,20,20,"(143, 219, 70, 255)"
126,336,20,20,"(143, 219, 70, 255)"
126,357,20,20,"(168, 118, 62, 255)"
126,378,20,20,"(143, 219, 70, 255)"
126,399,20,20,"(168, 118, 62, 255)"
126,420,20,20,"(143, 219, 70, 255)"
126,441,20,20,"(143, 219, 70, 255)"
126,462,20,20,"(143, 219, 70, 255)"
126,483,20,20,"(143, 219, 70, 255)"
126,504,20,20,"(168, 118, 62, 255)"
126,525,20,20,"(168, 118, 62, 255)"
126,546,20,20,"(143, 219, 70, 255)"
126,567,20,20,"(143, 219, 70, 255)"
126,588,20,20,"(168, 118, 62, 255)"
126,609,20,20,"(143, 219, 70, 255)"
126,630,20,20,"(143, 219, 70, 255)"
126,651,20,20,"(143, 219, 70, 255)"
126,672,20,20,"(143, 219, 70, 255)"
126,693,20,20,"(73, 109, 250, 255)"
126,714,20,20,"(73, 109, 250, 255)"
126,735,20,20,"(143, 219, 70, 255)"
126,756,20,20,"(168, 118, 62, 255)"
126,777,20,20,"(143, 219, 70, 255)"
126,798,20,20,"(143, 219, 70, 255)"
126,819,20,20,"(143, 219, 70, 255)"
126,840,20,20,"(143, 219, 70, 255)"
126,861,20,20,"(168, 118, 62, 255)"
147,0,20,20,"(168, 118, 62, 255)"
147,21,20,20,"(143, 219, 70, 255)"
147,42,20,20,"(168, 118, 62, 255)"
147,63,20,20,"(168, 118, 62, 255)"
147,84,20,20,"(168, 118, 62, 255)"
147,105,20,20,"(143, 219, 70, 255)"
147,126,20,20,"(168, 118, 62, 255)"
147,147,20,20,"(168, 118, 62, 255)"
147,168,20,20,"(143, 219, 70, 255)"
147,189,20,20,"(143, 219, 70, 255)"
147,210,20,20,"(143, 219, 70, 255)"
147,231,20,20,"(73, 109, 250, 255)"
147,252,20,20,"(73, 109, 250, 255)"
147,273,20,20,"(143, 219, 70, 255)"
147,294,20,20,"(143, 219, 70, 255)"
147,315,20,20,"(168, 118, 62, 255)"
147,336,20,20,"(168, 118, 62, 255)"
147,357,20,20,"(168, 118, 62, 255)"
147,378,20,20,"(168, 118, 62, 255)"
147,399,20,20,"(168, 118, 62, 255)"
147,420,20,20,"(143, 219, 70, 255)"
147,441,20,20,"(73, 109, 250, 255)"
147,462,20,20,"(73, 109, 250, 255)"
147,483,20,20,"(73, 109, 250, 255)"
147,504,20,20,"(73, 109, 250, 255)"
147,525,20,20,"(168, 118, 62, 255)"
147,546,20,20,"(168, 118, 62, 255)"
147,567,20,20,"(143, 219, 70, 255)"
147,588,20,20,"(168, 118, 62, 255)"
147,609,20,20,"(168, 118, 62, 255)"
147,630,20,20,"(143, 219, 70, 255)"
147,651,20,20,"(73, 109, 250, 255)"
147,672,20,20,"(73, 109, 250, 255)"
147,693,20,20,"(73, 109, 250, 255)"
147,714,20,20,"(73, 109, 250, 255)"
147,735,20,20,"(73, 109, 250, 255)"
147,756,20,20,"(73, 109, 250, 255)"
147,777,20,20,"(143, 219, 70, 255)"
147,798,20,20,"(143, 219, 70, 255)"
147,819,20,20,"(168, 118, 62, 255)"
147,840,20,20,"(143, 219, 70, 255)"
147,861,20,20,"(168, 118, 62, 255)"
168,0,20,20,"(143, 219, 70, 255)"
168,21,20,20,"(143, 219, 70, 255)"
168,42,20,20,"(168, 118, 62, 255)"
168,63,20,20,"(143, 219, 70, 255)"
168,84,20,20,"(143, 219, 70, 255)"
168,105,20,20,"(143, 219, 70, 255)"
168,126,20,20,"(143, 219, 70, 255)"
168,147,20,20,"(143, 219, 70, 255)"
168,168,20,20,"(143, 219, 70, 255)"
168,189,20,20,"(143, 219, 70, 255)"
168,210,20,20,"(143, 219, 70, 255)"
168,231,20,20,"(73, 109, 250, 255)"
168,252,20,20,"(73, 109, 250, 255)"
168,273,20,20,"(73, 109, 250, 255)"
168,294,20,20,"(73, 109, 250, 255)"
168,315,20,20,"(168, 118, 62, 255)"
168,336,20,20,"(143, 219, 70, 255)"
168,357,20,20,"(143, 219, 70, 255)"
168,378,20,20,"(143, 219, 70, 255)"
168,399,20,20,"(143, 219, 70, 255)"
168,420,20,20,"(73, 109, 250, 255)"
168,441,20,20,"(73, 109, 250, 255)"
168,462,20,20,"(73, 109, 250, 255)"
168,483,20,20,"(73, 109, 250, 255)"
168,504,20,20,"(73, 109, 250, 255)"
168,525,20,20,"(143, 219, 70, 255)"
168,546,20,20,"(143, 219, 70, 255)"
168,567,20,20,"(143, 219, 70, 255)"
168,588,20,20,"(143, 219, 70, 255)"
168,609,20,20,"(143, 219, 70, 255)"
168,630,20,20,"(143, 219, 70, 255)"
168,651,20,20,"(73, 109, 250, 255)"
168,672,20,20,"(73, 109, 250, 255)"
168,693,20,20,"(73, 109, 250, 255)"
168,714,20,20,"(73, 109, 250, 255)"
168,735,20,20,"(73, 109, 250, 255)"
168,756,20,20,"(73, 109, 250, 255)"
168,777,20,20,"(73, 109, 250, 255)"
168,798,20,20,"(73, 109, 250, 255)"
168,819,20,20,"(168, 118, 62, 255)"
168,840,20,20,"(143, 219, 70, 255)"
168,861,20,20,"(143, 219, 70, 255)"
189,0,20,20,"(168, 118, 62, 255)"
189,21,20,20,"(143, 219, 70, 255)"
189,42,20,20,"(168, 118, 62, 255)"
189,63,20,20,"(143, 219, 70, 255)"
189,84,20,20,"(168, 118, 62, 255)"
189,105,20,20,"(168, 118, 62, 255)"
189,126,20,20,"(168, 118, 62, 255)"
189,147,20,20,"(168, 118, 62, 255)"
189,168,20,20,"(168, 118, 62, 255)"
189,189,20,20,"(143, 219, 70, 255)"
189,210,20,20,"(73, 109, 250, 255)"
189,231,20,20,"(73, 109, 250, 255)"
189,252,20,20,"(73, 109, 250, 255)"
189,273,20,20,"(73, 109, 250, 255)"
189,294,20,20,"(73, 109, 250, 255)"
189,315,20,20,"(168, 118, 62, 255)"
189,336,20,20,"(168, 118, 62, 255)"
189,357,20,20,"(168, 118, 62, 255)"
189,378,20,20,"(168, 118, 62, 255)"
189,399,20,20,"(143, 219, 70, 255)"
189,420,20,20,"(73, 109, 250, 255)"
189,441,20,20,"(73, 109, 250, 255)"
189,462,20,20,"(73, 109, 250, 255)"
189,483,20,20,"(73, 109, 250, 255)"
189,504,20,20,"(73, 109, 250, 255)"
189,525,20,20,"(73, 109, 250, 255)"
189,546,20,20,"(73, 109, 250, 255)"
189,567,20,20,"(143, 219, 70, 255)"
189,588,20,20,"(143, 219, 70, 255)"
189,609,20,20,"(143, 219, 70, 255)"
189,630,20,20,"(143, 219, 70, 255)"
189,651,20,20,"(73, 109, 250, 255)"
189,672,20,20,"(73, 109, 250, 255)"
189,693,20,20,"(73, 109, 250, 255)"
189,714,20,20,"(73, 109, 250, 255)"
189,735,20,20,"(73, 109, 250, 255)"
189,756,20,20,"(73, 109, 250, 255)"
189,777,20,20,"(73, 109, 250, 255)"
189,798,20,20,"(73, 109, 250, 255)"
189,819,20,20,"(168, 118, 62, 255)"
189,840,20,20,"(168, 118, 62, 255)"
189,861,20,20,"(143, 219, 70, 255)"
210,0,20,20,"(143, 219, 70, 255)"
210,21,20,20,"(143, 219, 70, 255)"
210,42,20,20,"(168, 118, 62, 255)"
210,63,20,20,"(143, 219, 70, 255)"
210,84,20,20,"(143, 219, 70, 255)"
210,105,20,20,"(143, 219, 70, 255)"
210,126,20,20,"(143, 219, 70, 255)"
210,147,20,20,"(143, 219, 70, 255)"
210,168,20,20,"(73, 109, 250, 255)"
210,189,20,20,"(73, 109, 250, 255)"
210,210,20,20,"(73, 109, 250, 255)"
210,231,20,20,"(73, 109, 250, 255)"
210,252,20,20,"(73, 109, 250, 255)"
210,273,20,20,"(73, 109, 250, 255)"
210,294,20,20,"(73, 109, 250, 255)"
210,315,20,20,"(143, 219, 70, 255)"
210,336,20,20,"(143, 219, 70, 255)"
210,357,20,20,"(143, 219, 70, 255)"
210,378,20,20,"(168, 118, 62, 255)"
210,399,20,20,"(143, 219, 70, 255)"
210,420,20,20,"(73, 109, 250, 255)"
210,441,20,20,"(73, 109, 250, 255)"
210,462,20,20,"(73, 109, 250, 255)"
210,483,20,20,"(143, 219, 70, 255)"
210,504,20,20,"(73, 109, 250, 255)"
210,525,20,20,"(73, 109, 250, 255)"
210,546,20,20,"(73, 109, 250, 255)"
210,567,20,20,"(143, 219, 70, 255)"
210,588,20,20,"(168, 118, 62, 255)"
210,609,20,20,"(168, 118, 62, 255)"
210,630,20,20,"(143, 219, 70, 255)"
210,651,20,20,"(73, 109, 250, 255)"
210,672,20,20,"(73, 109, 250, 255)"
210,693,20,20,"(73, 109, 250, 255)"
210,714,20,20,"(73, 109, 250, 255)"
210,735,20,20,"(73, 109, 250, 255)"
210,756,20,20,"(73, 109, 250, 255)"
210,777,20,20,"(73, 109, 250, 255)"
210,798,20,20,"(73, 109, 250, 255)"
210,819,20,20,"(143, 219, 70, 255)"
210,840,20,20,"(143, 219, 70, 255)"
210,861,20,20,"(143, 219, 70, 255)"
231,0,20,20,"(168, 118, 62, 255)"
231,21,20,20,"(168, 118, 62, 255)"
231,42,20,20,"(168, 118, 62, 255)"
231,63,20,20,"(143, 219, 70, 255)"
231,84,20,20,"(168, 118, 62, 255)"
231,105,20,20,"(143, 219, 70, 255)"
231,126,20,20,"(168, 118, 62, 255)"
231,147,20,20,"(168, 118, 62, 255)"
231,168,20,20,"(73, 109, 250, 255)"
231,189,20,20,"(73, 109, 250, 255)"
231,210,20,20,"(73, 109, 250, 255)"
231,231,20,20,"(73, 109, 250, 255)"
231,252,20,20,"(73, 109, 250, 255)"
231,273,20,20,"(73, 109, 250, 255)"
231,294,20,20,"(73, 109, 250, 255)"
231,315,20,20,"(73, 109, 250, 255)"
231,336,20,20,"(73, 109, 250, 255)"
231,357,20,20,"(73, 109, 250, 255)"
231,378,20,20,"(73, 109, 250, 255)"
231,399,20,20,"(73, 109, 250, 255)"
231,420,20,20,"(73, 109, 250, 255)"
231,441,20,20,"(73, 109, 250, 255)"
231,462,20,20,"(168, 118, 62, 255)"
231,483,20,20,"(143, 219, 70, 255)"
231,504,20,20,"(168, 118, 62, 255)"
231,525,20,20,"(73, 109, 250, 255)"
231,546,20,20,"(73, 109, 250, 255)"
231,567,20,20,"(143, 219, 70, 255)"
231,588,20,20,"(168, 118, 62, 255)"
231,609,20,20,"(143, 219, 70, 255)"
231,630,20,20,"(143, 219, 70, 255)"
231,651,20,20,"(73, 109, 250, 255)"
231,672,20,20,"(73, 109, 250, 255)"
231,693,20,20,"(73, 109, 250, 255)"
231,714,20,20,"(73, 109, 250, 255)"
231,735,20,20,"(73, 109, 250, 255)"
231,756,20,20,"(73, 109, 250, 255)"
231,777,20,20,"(73, 109, 250, 255)"
231,798,20,20,"(73, 109, 250, 255)"
231,819,20,20,"(73, 109, 250, 255)"
231,840,20,20,"(143, 219, 70, 255)"
231,861,20,20,"(143, 219, 70, 255)"
252,0,20,20,"(143, 219, 70, 255)"
252,21,20,20,"(143, 219, 70, 255)"
252,42,20,20,"(143, 219, 70, 255)"
252,63,20,20,"(143, 219, 70, 255)"
252,84,20,20,"(168, 118, 62, 255)"
252,105,20,20,"(168, 118, 62, 255)"
252,126,20,20,"(73, 109, 250, 255)"
252,147,20,20,"(73, 109, 250, 255)"
252,168,20,20,"(73, 109, 250, 255)"
252,189,20,20,"(73, 109, 250, 255)"
252,210,20,20,"(73, 109, 250, 255)"
252,231,20,20,"(73, 109, 250, 255)"
252,252,20,20,"(73, 109, 250, 255)"
252,273,20,20,"(73, 109, 250, 255)"
252,294,20,20,"(73, 109, 250, 255)"
252,315,20,20,"(73, 109, 250, 255)"
252,336,20,20,"(73, 109, 250, 255)"
252,357,20,20,"(73, 109, 250, 255)"
252,378,20,20,"(73, 109, 250, 255)"
252,399,20,20,"(73, 109, 250, 255)"
252,420,20,20,"(73, 109, 250, 255)"
252,441,20,20,"(73, 109, 250, 255)"
252,462,20,20,"(168, 118, 62, 255)"
252,483,20,20,"(143, 219, 70, 255)"
252,504,20,20,"(168, 118, 62, 255)"
252,525,20,20,"(73, 109, 250, 255)"
252,546,20,20,"(73, 109, 250, 255)"
252,567,20,20,"(143, 219, 70, 255)"
252,588,20,20,"(143, 219, 70, 255)"
252,609,20,20,"(143, 219, 70, 255)"
252,630,20,20,"(143, 219, 70, 255)"
252,651,20,20,"(73, 109, 250, 255)"
252,672,20,20,"(73, 109, 250, 255)"
252,693,20,20,"(73, 109, 250, 255)"
252,714,20,20,"(73, 109, 250, 255)"
252,735,20,20,"(73, 109, 250, 255)"
252,756,20,20,"(73, 109, 250, 255)"
252,777,20,20,"(73, 109, 250, 255)"
252,798,20,20,"(73, 109, 250, 255)"
252,819,20,20,"(143, 219, 70, 255)"
252,840,20,20,"(143, 219, 70, 255)"
252,861,20,20,"(143, 219, 70, 255)"
273,0,20,20,"(168, 118, 62, 255)"
273,21,20,20,"(168, 118, 62, 255)"
273,42,20,20,"(168, 118, 62, 255)"
273,63,20,20,"(143, 219, 70, 255)"
273,84,20,20,"(168, 118, 62, 255)"
273,105,20,20,"(143, 219, 70, 255)"
273,126,20,20,"(73, 109, 250, 255)"
273,147,20,20,"(73, 109, 250, 255)"
273,168,20,20,"(73, 109, 250, 255)"
273,189,20,20,"(73, 109, 250, 255)"
273,210,20,20,"(73, 109, 250, 255)"
273,231,20,20,"(73, 109, 250, 255)"
273,252,20,20,"(73, 109, 250, 255)"
273,273,20,20,"(73, 109, 250, 255)"
273,294,20,20,"(73, 109, 250, 255)"
273,315,20,20,"(73, 109, 250, 255)"
273,336,20,20,"(73, 109, 250, 255)"
273,357,20,20,"(73, 109, 250, 255)"
273,378,20,20,"(73, 109, 250, 255)"
273,399,20,20,"(73, 109, 250, 255)"
273,420,20,20,"(73, 109, 250, 255)"
273,441,20,20,"(73, 109, 250, 255)"
273,462,20,20,"(168, 118, 62, 255)"
273,483,20,20,"(168, 118, 62, 255)"
273,504,20,20,"(168, 118, 62, 255)"
273,525,20,20,"(73, 109, 250, 255)"
273,546,20,20,"(73, 109, 250, 255)"
273,567,20,20,"(73, 109, 250, 255)"
273,588,20,20,"(73, 109, 250, 255)"
273,609,20,20,"(73, 109, 250, 255)"
273,630,20,20,"(73, 109, 250, 255)"
273,651,20,20,"(73, 109, 250, 255)"
273,672,20,20,"(73, 109, 250, 255)"
273,693,20,20,"(73, 109, 250, 255)"
273,714,20,20,"(73, 109, 250, 255)"
273,735,20,20,"(73, 109, 250, 255)"
273,756,20,20,"(73, 109, 250, 255)"
273,777,20,20,"(73, 109, 250, 255)"
273,798,20,20,"(168, 118, 62, 255)"
273,819,20,20,"(168, 118, 62, 255)"
273,840,20,20,"(143, 219, 70, 255)"
273,861,20,20,"(168, 118, 62, 255)"
294,0,20,20,"(143, 219, 70, 255)"
294,21,20,20,"(143, 219, 70, 255)"
294,42,20,20,"(143, 219, 70, 255)"
294,63,20,20,"(143, 219, 70, 255)"
294,84,20,20,"(143, 219, 70, 255)"
294,105,20,20,"(143, 219, 70, 255)"
294,126,20,20,"(73, 109, 250, 255)"
294,147,20,20,"(73, 109, 250, 255)"
294,168,20,20,"(73, 109, 250, 255)"
294,189,20,20,"(73, 109, 250, 255)"
294,210,20,20,"(73, 109, 250, 255)"
294,231,20,20,"(73, 109, 250, 255)"
294,252,20,20,"(73, 109, 250, 255)"
294,273,20,20,"(73, 109, 250, 255)"
294,294,20,20,"(73, 109, 250, 255)"
294,315,20,20,"(73, 109, 250, 255)"
294,336,20,20,"(73, 109, 250, 255)"
294,357,20,20,"(73, 109, 250, 255)"
294,378,20,20,"(73, 109, 250, 255)"
