x,y,width,height,color
25,775,24,24,"[73, 109, 250, 98]"
25,800,24,24,"[73, 109, 250, 98]"
25,825,24,24,"[143, 219, 70, 86]"
25,850,24,24,"[73, 109, 250, 98]"
25,875,24,24,"[168, 118, 62, 66]"
25,900,24,24,"[73, 109, 250, 98]"
25,925,24,24,"[73, 109, 250, 98]"
25,950,24,24,"[168, 118, 62, 66]"
25,975,24,24,"[73, 109, 250, 98]"
25,1000,24,24,"[143, 219, 70, 86]"
25,1025,24,24,"[73, 109, 250, 98]"
50,0,24,24,"[168, 118, 62, 66]"
50,25,24,24,"[73, 109, 250, 98]"
50,50,24,24,"[73, 109, 250, 98]"
50,75,24,24,"[168, 118, 62, 66]"
50,100,24,24,"[143, 219, 70, 86]"
50,125,24,24,"[143, 219, 70, 86]"
50,150,24,24,"[143, 219, 70, 86]"
50,175,24,24,"[168, 118, 62, 66]"
50,200,24,24,"[143, 219, 70, 86]"
50,225,24,24,"[143, 219, 70, 86]"
50,250,24,24,"[143, 219, 70, 86]"
50,275,24,24,"[168, 118, 62, 66]"
50,300,24,24,"[73, 109, 250, 98]"
50,325,24,24,"[73, 109, 250, 98]"
50,350,24,24,"[73, 109, 250, 98]"
50,375,24,24,"[168, 118, 62, 66]"
50,400,24,24,"[73, 109, 250, 98]"
50,425,24,24,"[168, 118, 62, 66]"
50,450,24,24,"[73, 109, 250, 98]"
50,475,24,24,"[73, 109, 250, 98]"
50,500,24,24,"[73, 109, 250, 98]"
50,525,24,24,"[168, 118, 62, 66]"
50,550,24,24,"[168, 118, 62, 66]"
50,575,24,24,"[73, 109, 250, 98]"
50,600,24,24,"[73, 109, 250, 98]"
50,625,24,24,"[168, 118, 62, 66]"
50,650,24,24,"[73, 109, 250, 98]"
50,675,24,24,"[73, 109, 250, 98]"
50,700,24,24,"[73, 109, 250, 98]"
50,725,24,24,"[143, 219, 70, 86]"
50,750,24,24,"[168, 118, 62, 66]"
50,775,24,24,"[73, 109, 250, 98]"
50,800,24,24,"[73, 109, 250, 98]"
50,825,24,24,"[168, 118, 62, 66]"
50,850,24,24,"[143, 219, 70, 86]"
50,875,24,24,"[168, 118, 62, 66]"
50,900,24,24,"[143, 219, 70, 86]"
50,925,24,24,"[73, 109, 250, 98]"
50,950,24,24,"[168, 118, 62, 66]"
50,975,24,24,"[73, 109, 250, 98]"
50,1000,24,24,"[168, 118, 62, 66]"
50,1025,24,24,"[168, 118, 62, 66]"
75,0,24,24,"[168, 118, 62, 66]"
75,25,24,24,"[143, 219, 70, 86]"
75,50,24,24,"[168, 118, 62, 66]"
75,75,24,24,"[143, 219, 70, 86]"
75,100,24,24,"[143, 219, 70, 86]"
75,125,24,24,"[73, 109, 250, 98]"
75,150,24,24,"[143, 219, 70, 86]"
75,175,24,24,"[143, 219, 70, 86]"
75,200,24,24,"[168, 118, 62, 66]"
75,225,24,24,"[73, 109, 250, 98]"
75,250,24,24,"[143, 219, 70, 86]"
75,275,24,24,"[143, 219, 70, 86]"
75,300,24,24,"[168, 118, 62, 66]"
75,325,24,24,"[73, 109, 250, 98]"
75,350,24,24,"[168, 118, 62, 66]"
75,375,24,24,"[73, 109, 250, 98]"
75,400,24,24,"[143, 219, 70, 86]"
75,425,24,24,"[143, 219, 70, 86]"
75,450,24,24,"[73, 109, 250, 98]"
75,475,24,24,"[73, 109, 250, 98]"
75,500,24,24,"[143, 219, 70, 86]"
75,525,24,24,"[73, 109, 250, 98]"
75,550,24,24,"[168, 118, 62, 66]"
75,575,24,24,"[143, 219, 70, 86]"
75,600,24,24,"[73, 109, 250, 98]"
75,625,24,24,"[168, 118, 62, 66]"
75,650,24,24,"[143, 219, 70, 86]"
75,675,24,24,"[168, 118, 62, 66]"
75,700,24,24,"[73, 109, 250, 98]"
75,725,24,24,"[143, 219, 70, 86]"
75,750,24,24,"[73, 109, 250, 98]"
75,775,24,24,"[73, 109, 250, 98]"
75,800,24,24,"[168, 118, 62, 66]"
75,825,24,24,"[143, 219, 70, 86]"
75,850,24,24,"[168, 118, 62, 66]"
75,875,24,24,"[168, 118, 62, 66]"
75,900,24,24,"[168, 118, 62, 66]"
75,925,24,24,"[73, 109, 250, 98]"
75,950,24,24,"[143, 219, 70, 86]"
75,975,24,24,"[73, 109, 250, 98]"
75,1000,24,24,"[143, 219, 70, 86]"
75,1025,24,24,"[168, 118, 62, 66]"
100,0,24,24,"[143, 219, 70, 86]"
100,25,24,24,"[143, 219, 70, 86]"
100,50,24,24,"[143, 219, 70, 86]"
100,75,24,24,"[73, 109, 250, 98]"
100,100,24,24,"[143, 219, 70, 86]"
100,125,24,24,"[143, 219, 70, 86]"
100,150,24,24,"[73, 109, 250, 98]"
100,175,24,24,"[73, 109, 250, 98]"
100,200,24,24,"[73, 109, 250, 98]"
100,225,24,24,"[168, 118, 62, 66]"
100,250,24,24,"[143, 219, 70, 86]"
100,275,24,24,"[143, 219, 70, 86]"
100,300,24,24,"[168, 118, 62, 66]"
100,325,24,24,"[168, 118, 62, 66]"
100,350,24,24,"[168, 118, 62, 66]"
100,375,24,24,"[73, 109, 250, 98]"
100,400,24,24,"[143, 219, 70, 86]"
100,425,24,24,"[143, 219, 70, 86]"
100,450,24,24,"[168, 118, 62, 66]"
100,475,24,24,"[143, 219, 70, 86]"
100,500,24,24,"[73, 109, 250, 98]"
100,525,24,24,"[143, 219, 70, 86]"
100,550,24,24,"[73, 109, 250, 98]"
100,575,24,24,"[73, 109, 250, 98]"
100,600,24,24,"[143, 219, 70, 86]"
100,625,24,24,"[168, 118, 62, 66]"
100,650,24,24,"[168, 118, 62, 66]"
100,675,24,24,"[168, 118, 62, 66]"
100,700,24,24,"[143, 219, 70, 86]"
100,725,24,24,"[168, 118, 62, 66]"
100,750,24,24,"[168, 118, 62, 66]"
100,775,24,24,"[73, 109, 250, 98]"
100,800,24,24,"[73, 109, 250, 98]"
100,825,24,24,"[143, 219, 70, 86]"
100,850,24,24,"[168, 118, 62, 66]"
100,875,24,24,"[143, 219, 70, 86]"
100,900,24,24,"[143, 219, 70, 86]"
100,925,24,24,"[168, 118, 62, 66]"
100,950,24,24,"[143, 219, 70, 86]"
100,975,24,24,"[168, 118, 62, 66]"
100,1000,24,24,"[168, 118, 62, 66]"
100,1025,24,24,"[168, 118, 62, 66]"
125,0,24,24,"[73, 109, 250, 98]"
125,25,24,24,"[168, 118, 62, 66]"
125,50,24,24,"[73, 109, 250, 98]"
125,75,24,24,"[143, 219, 70, 86]"
125,100,24,24,"[168, 118, 62, 66]"
125,125,24,24,"[143, 219, 70, 86]"
125,150,24,24,"[73, 109, 250, 98]"
125,175,24,24,"[143, 219, 70, 86]"
125,200,24,24,"[73, 109, 250, 98]"
125,225,24,24,"[143, 219, 70, 86]"
125,250,24,24,"[143, 219, 70, 86]"
125,275,24,24,"[73, 109, 250, 98]"
125,300,24,24,"[143, 219, 70, 86]"
125,325,24,24,"[143, 219, 70, 86]"
125,350,24,24,"[168, 118, 62, 66]"
125,375,24,24,"[73, 109, 250, 98]"
125,400,24,24,"[168, 118, 62, 66]"
125,425,24,24,"[73, 109, 250, 98]"
125,450,24,24,"[168, 118, 62, 66]"
125,475,24,24,"[168, 118, 62, 66]"
125,500,24,24,"[143, 219, 70, 86]"
125,525,24,24,"[73, 109, 250, 98]"
125,550,24,24,"[168, 118, 62, 66]"
125,575,24,24,"[168, 118, 62, 66]"
125,600,24,24,"[143, 219, 70, 86]"
125,625,24,24,"[73, 109, 250, 98]"
125,650,24,24,"[143, 219, 70, 86]"
125,675,24,24,"[168, 118, 62, 66]"
125,700,24,24,"[168, 118, 62, 66]"
125,725,24,24,"[73, 109, 250, 98]"
125,750,24,24,"[73, 109, 250, 98]"
125,775,24,24,"[143, 219, 70, 86]"
125,800,24,24,"[73, 109, 250, 98]"
125,825,24,24,"[73, 109, 250, 98]"
125,850,24,24,"[143, 219, 70, 86]"
125,875,24,24,"[168, 118, 62, 66]"
125,900,24,24,"[73, 109, 250, 98]"
125,925,24,24,"[143, 219, 70, 86]"
125,950,24,24,"[168, 118, 62, 66]"
125,975,24,24,"[73, 109, 250, 98]"
125,1000,24,24,"[73, 109, 250, 98]"
125,1025,24,24,"[73, 109, 250, 98]"
150,0,24,24,"[73, 109, 250, 98]"
150,25,24,24,"[143, 219, 70, 86]"
150,50,24,24,"[143, 219, 70, 86]"
150,75,24,24,"[143, 219, 70, 86]"
150,100,24,24,"[73, 109, 250, 98]"
150,125,24,24,"[73, 109, 250, 98]"
150,150,24,24,"[143, 219, 70, 86]"
150,175,24,24,"[168, 118, 62, 66]"
150,200,24,24,"[73, 109, 250, 98]"
150,225,24,24,"[168, 118, 62, 66]"
150,250,24,24,"[73, 109, 250, 98]"
150,275,24,24,"[168, 118, 62, 66]"
150,300,24,24,"[73, 109, 250, 98]"
150,325,24,24,"[73, 109, 250, 98]"
150,350,24,24,"[73, 109, 250, 98]"
150,375,24,24,"[143, 219, 70, 86]"
150,400,24,24,"[143, 219, 70, 86]"
150,425,24,24,"[73, 109, 250, 98]"
150,450,24,24,"[168, 118, 62, 66]"
150,475,24,24,"[143, 219, 70, 86]"
150,500,24,24,"[143, 219, 70, 86]"
150,525,24,24,"[143, 219, 70, 86]"
150,550,24,24,"[73, 109, 250, 98]"
150,575,24,24,"[168, 118, 62, 66]"
150,600,24,24,"[143, 219, 70, 86]"
150,625,24,24,"[143, 219, 70, 86]"
150,650,24,24,"[143, 219, 70, 86]"
150,675,24,24,"[168, 118, 62, 66]"
150,700,24,24,"[168, 118, 62, 66]"
150,725,24,24,"[168, 118, 62, 66]"
150,750,24,24,"[143, 219, 70, 86]"
150,775,24,24,"[143, 219, 70, 86]"
150,800,24,24,"[73, 109, 250, 98]"
150,825,24,24,"[73, 109, 250, 98]"
150,850,24,24,"[143, 219, 70, 86]"
150,875,24,24,"[168, 118, 62, 66]"
150,900,24,24,"[168, 118, 62, 66]"
150,925,24,24,"[73, 109, 250, 98]"
150,950,24,24,"[168, 118, 62, 66]"
150,975,24,24,"[143, 219, 70, 86]"
150,1000,24,24,"[168, 118, 62, 66]"
150,1025,24,24,"[168, 118, 62, 66]"
175,0,24,24,"[73, 109, 250, 98]"
175,25,24,24,"[143, 219, 70, 86]"
175,50,24,24,"[143, 219, 70, 86]"
175,75,24,24,"[143, 219, 70, 86]"
175,100,24,24,"[73, 109, 250, 98]"
175,125,24,24,"[168, 118, 62, 66]"
175,150,24,24,"[73, 109, 250, 98]"
175,175,24,24,"[168, 118, 62, 66]"
175,200,24,24,"[143, 219, 70, 86]"
175,225,24,24,"[73, 109, 250, 98]"
175,250,24,24,"[73, 109, 250, 98]"
175,275,24,24,"[168, 118, 62, 66]"
175,300,24,24,"[143, 219, 70, 86]"
175,325,24,24,"[73, 109, 250, 98]"
175,350,24,24,"[168, 118, 62, 66]"
175,375,24,24,"[168, 118, 62, 66]"
175,400,24,24,"[143, 219, 70, 86]"
175,425,24,24,"[73, 109, 250, 98]"
175,450,24,24,"[143, 219, 70, 86]"
175,475,24,24,"[168, 118, 62, 66]"
175,500,24,24,"[73, 109, 250, 98]"
175,525,24,24,"[143, 219, 70, 86]"
175,550,24,24,"[73, 109, 250, 98]"
175,575,24,24,"[143, 219, 70, 86]"
175,600,24,24,"[73, 109, 250, 98]"
175,625,24,24,"[73, 109, 250, 98]"
175,650,24,24,"[168, 118, 62, 66]"
175,675,24,24,"[168, 118, 62, 66]"
175,700,24,24,"[73, 109, 250, 98]"
175,725,24,24,"[143, 219, 70, 86]"
175,750,24,24,"[73, 109, 250, 98]"
175,775,24,24,"[73, 109, 250, 98]"
175,800,24,24,"[168, 118, 62, 66]"
175,825,24,24,"[168, 118, 62, 66]"
175,850,24,24,"[168, 118, 62, 66]"
175,875,24,24,"[168, 118, 62, 66]"
175,900,24,24,"[143, 219, 70, 86]"
175,925,24,24,"[168, 118, 62, 66]"
175,950,24,24,"[143, 219, 70, 86]"
175,975,24,24,"[143, 219, 70, 86]"
175,1000,24,24,"[73, 109, 250, 98]"
175,1025,24,24,"[143, 219, 70, 86]"
200,0,24,24,"[143, 219, 70, 86]"
200,25,24,24,"[168, 118, 62, 66]"
200,50,24,24,"[168, 118, 62, 66]"
200,75,24,24,"[168, 118, 62, 66]"
200,100,24,24,"[168, 118, 62, 66]"
200,125,24,24,"[143, 219, 70, 86]"
200,150,24,24,"[168, 118, 62, 66]"
200,175,24,24,"[73, 109, 250, 98]"
200,200,24,24,"[143, 219, 70, 86]"
200,225,24,24,"[168, 118, 62, 66]"
200,250,24,24,"[143, 219, 70, 86]"
200,275,24,24,"[168, 118, 62, 66]"
200,300,24,24,"[73, 109, 250, 98]"
200,325,24,24,"[73, 109, 250, 98]"
200,350,24,24,"[168, 118, 62, 66]"
200,375,24,24,"[73, 109, 250, 98]"
200,400,24,24,"[143, 219, 70, 86]"
200,425,24,24,"[73, 109, 250, 98]"
200,450,24,24,"[168, 118, 62, 66]"
200,475,24,24,"[73, 109, 250, 98]"
200,500,24,24,"[143, 219, 70, 86]"
200,525,24,24,"[168, 118, 62, 66]"
200,550,24,24,"[168, 118, 62, 66]"
200,575,24,24,"[168, 118, 62, 66]"
200,600,24,24,"[143, 219, 70, 86]"
200,625,24,24,"[168, 118, 62, 66]"
200,650,24,24,"[143, 219, 70, 86]"
200,675,24,24,"[143, 219, 70, 86]"
200,700,24,24,"[168, 118, 62, 66]"
200,725,24,24,"[168, 118, 62, 66]"
200,750,24,24,"[73, 109, 250, 98]"
200,775,24,24,"[73, 109, 250, 98]"
200,800,24,24,"[168, 118, 62, 66]"
200,825,24,24,"[73, 109, 250, 98]"
200,850,24,24,"[143, 219, 70, 86]"
200,875,24,24,"[73, 109, 250, 98]"
200,900,24,24,"[73, 109, 250, 98]"
200,925,24,24,"[143, 219, 70, 86]"
200,950,24,24,"[143, 219, 70, 86]"
200,975,24,24,"[73, 109, 250, 98]"
200,1000,24,24,"[73, 109, 250, 98]"
200,1025,24,24,"[168, 118, 62, 66]"
225,0,24,24,"[168, 118, 62, 66]"
225,25,24,24,"[168, 118, 62, 66]"
225,50,24,24,"[73, 109, 250, 98]"
225,75,24,24,"[73, 109, 250, 98]"
225,100,24,24,"[168, 118, 62, 66]"
225,125,24,24,"[143, 219, 70, 86]"
225,150,24,24,"[73, 109, 250, 98]"
225,175,24,24,"[143, 219, 70, 86]"
225,200,24,24,"[73, 109, 250, 98]"
225,225,24,24,"[73, 109, 250, 98]"
225,250,24,24,"[143, 219, 70, 86]"
225,275,24,24,"[168, 118, 62, 66]"
225,300,24,24,"[168, 118, 62, 66]"
225,325,24,24,"[168, 118, 62, 66]"
225,350,24,24,"[143, 219, 70, 86]"
225,375,24,24,"[143, 219, 70, 86]"
225,400,24,24,"[168, 118, 62, 66]"
225,425,24,24,"[143, 219, 70, 86]"
225,450,24,24,"[168, 118, 62, 66]"
225,475,24,24,"[143, 219, 70, 86]"
225,500,24,24,"[168, 118, 62, 66]"
225,525,24,24,"[143, 219, 70, 86]"
225,550,24,24,"[168, 118, 62, 66]"
225,575,24,24,"[168, 118, 62, 66]"
225,600,24,24,"[143, 219, 70, 86]"
225,625,24,24,"[143, 219, 70, 86]"
225,650,24,24,"[143, 219, 70, 86]"
225,675,24,24,"[143, 219, 70, 86]"
225,700,24,24,"[143, 219, 70, 86]"
225,725,24,24,"[168, 118, 62, 66]"
225,750,24,24,"[143, 219, 70, 86]"
225,775,24,24,"[143, 219, 70, 86]"
225,800,24,24,"[73, 109, 250, 98]"
225,825,24,24,"[168, 118, 62, 66]"
225,850,24,24,"[168, 118, 62, 66]"
225,875,24,24,"[73, 109, 250, 98]"
225,900,24,24,"[143, 219, 70, 86]"
225,925,24,24,"[168, 118, 62, 66]"
225,950,24,24,"[168, 118, 62, 66]"
225,975,24,24,"[143, 219, 70, 86]"
225,1000,24,24,"[73, 109, 250, 98]"
225,1025,24,24,"[73, 109, 250, 98]"
250,0,24,24,"[143, 219, 70, 86]"
250,25,24,24,"[168, 118, 62, 66]"
250,50,24,24,"[168, 118, 62, 66]"
250,75,24,24,"[168, 118, 62, 66]"
250,100,24,24,"[143, 219, 70, 86]"
250,125,24,24,"[143, 219, 70, 86]"
250,150,24,24,"[73, 109, 250, 98]"
250,175,24,24,"[143, 219, 70, 86]"
250,200,24,24,"[168, 118, 62, 66]"
250,225,24,24,"[168, 118, 62, 66]"
250,250,24,24,"[73, 109, 250, 98]"
250,275,24,24,"[168, 118, 62, 66]"
250,300,24,24,"[143, 219, 70, 86]"
250,325,24,24,"[73, 109, 250, 98]"
250,350,24,24,"[73, 109, 250, 98]"
250,375,24,24,"[168, 118, 62, 66]"
250,400,24,24,"[73, 109, 250, 98]"
250,425,24,24,"[168, 118, 62, 66]"
250,450,24,24,"[143, 219, 70, 86]"
250,475,24,24,"[73, 109, 250, 98]"
250,500,24,24,"[143, 219, 70, 86]"
250,525,24,24,"[143, 219, 70, 86]"
250,550,24,24,"[73, 109, 250, 98]"
250,575,24,24,"[143, 219, 70, 86]"
250,600,24,24,"[143, 219, 70, 86]"
250,625,24,24,"[168, 118, 62, 66]"
250,650,24,24,"[168, 118, 62, 66]"
250,675,24,24,"[73, 109, 250, 98]"
250,700,24,24,"[143, 219, 70, 86]"
250,725,24,24,"[143, 219, 70, 86]"
250,750,24,24,"[143, 219, 70, 86]"
250,775,24,24,"[73, 109, 250, 98]"
250,800,24,24,"[168, 118, 62, 66]"
250,825,24,24,"[143, 219, 70, 86]"
250,850,24,24,"[143, 219, 70, 86]"
250,875,24,24,"[168, 118, 62, 66]"
250,900,24,24,"[73, 109, 250, 98]"
250,925,24,24,"[143, 219, 70, 86]"
250,950,24,24,"[143, 219, 70, 86]"
250,975,24,24,"[143, 219, 70, 86]"
250,1000,24,24,"[73, 109, 250, 98]"
250,1025,24,24,"[143, 219, 70, 86]"
275,0,24,24,"[168, 118, 62, 66]"
275,25,24,24,"[73, 109, 250, 98]"
275,50,24,24,"[168, 118, 62, 66]"
275,75,24,24,"[143, 219, 70, 86]"
275,100,24,24,"[143, 219, 70, 86]"
275,125,24,24,"[143, 219, 70, 86]"
275,150,24,24,"[143, 219, 70, 86]"
275,175,24,24,"[73, 109, 250, 98]"
275,200,24,24,"[73, 109, 250, 98]"
275,225,24,24,"[73, 109, 250, 98]"
275,250,24,24,"[168, 118, 62, 66]"
275,275,24,24,"[168, 118, 62, 66]"
275,300,24,24,"[143, 219, 70, 86]"
275,325,24,24,"[168, 118, 62, 66]"
275,350,24,24,"[168, 118, 62, 66]"
275,375,24,24,"[143, 219, 70, 86]"
275,400,24,24,"[168, 118, 62, 66]"
275,425,24,24,"[143, 219, 70, 86]"
275,450,24,24,"[73, 109, 250, 98]"
275,475,24,24,"[73, 109, 250, 98]"
275,500,24,24,"[168, 118, 62, 66]"
275,525,24,24,"[73, 109, 250, 98]"
275,550,24,24,"[168, 118, 62, 66]"
275,575,24,24,"[168, 118, 62, 66]"
275,600,24,24,"[168, 118, 62, 66]"
275,625,24,24,"[168, 118, 62, 66]"
275,650,24,24,"[168, 118, 62, 66]"
275,675,24,24,"[168, 118, 62, 66]"
275,700,24,24,"[73, 109, 250, 98]"
275,725,24,24,"[73, 109, 250, 98]"
275,750,24,24,"[143, 219, 70, 86]"
275,775,24,24,"[73, 109, 250, 98]"
275,800,24,24,"[73, 109, 250, 98]"
275,825,24,24,"[168, 118, 62, 66]"
275,850,24,24,"[143, 219, 70, 86]"
275,875,24,24,"[73, 109, 250, 98]"
275,900,24,24,"[143, 219, 70, 86]"
275,925,24,24,"[73, 109, 250, 98]"
275,950,24,24,"[168, 118, 62, 66]"
275,975,24,24,"[143, 219, 70, 86]"
275,1000,24,24,"[143, 219, 70, 86]"
275,1025,24,24,"[143, 219, 70, 86]"
300,0,24,24,"[73, 109, 250, 98]"
300,25,24,24,"[73, 109, 250, 98]"
300,50,24,24,"[168, 118, 62, 66]"
300,75,24,24,"[73, 109, 250, 98]"
300,100,24,24,"[143, 219, 70, 86]"
300,125,24,24,"[143, 219, 70, 86]"
300,150,24,24,"[168, 118, 62, 66]"
300,175,24,24,"[73, 109, 250, 98]"
300,200,24,24,"[143, 219, 70, 86]"
300,225,24,24,"[73, 109, 250, 98]"
300,250,24,24,"[168, 118, 62, 66]"
300,275,24,24,"[168, 118, 62, 66]"
300,300,24,24,"[143, 219, 70, 86]"
300,325,24,24,"[73, 109, 250, 98]"
300,350,24,24,"[168, 118, 62, 66]"
300,375,24,24,"[143, 219, 70, 86]"
300,400,24,24,"[73, 109, 250, 98]"
300,425,24,24,"[168, 118, 62, 66]"
300,450,24,24,"[168, 118, 62, 66]"
300,475,24,24,"[73, 109, 250, 98]"
300,500,24,24,"[143, 219, 70, 86]"
300,525,24,24,"[73, 109, 250, 98]"
300,550,24,24,"[143, 219, 70, 86]"
300,575,24,24,"[73, 109, 250, 98]"
300,600,24,24,"[73, 109, 250, 98]"
300,625,24,24,"[73, 109, 250, 98]"
300,650,24,24,"[143, 219, 70, 86]"
300,675,24,24,"[73, 109, 250, 98]"
300,700,24,24,"[168, 118, 62, 66]"
300,725,24,24,"[143, 219, 70, 86]"
300,750,24,24,"[168, 118, 62, 66]"
300,775,24,24,"[73, 109, 250, 98]"
300,800,24,24,"[73, 109, 250, 98]"
300,825,24,24,"[143, 219, 70, 86]"
300,850,24,24,"[168, 118, 62, 66]"
300,875,24,24,"[143, 219, 70, 86]"
300,900,24,24,"[73, 109, 250, 98]"
300,925,24,24,"[168, 118, 62, 66]"
300,950,24,24,"[143, 219, 70, 86]"
300,975,24,24,"[73, 109, 250, 98]"
300,1000,24,24,"[168, 118, 62, 66]"
300,1025,24,24,"[143, 219, 70, 86]"
325,0,24,24,"[73, 109, 250, 98]"
325,25,24,24,"[143, 219, 70, 86]"
325,50,24,24,"[168, 118, 62, 66]"
325,75,24,24,"[73, 109, 250, 98]"
325,100,24,24,"[73, 109, 250, 98]"
325,125,24,24,"[143, 219, 70, 86]"
325,150,24,24,"[73, 109, 250, 98]"
325,175,24,24,"[143, 219, 70, 86]"
325,200,24,24,"[168, 118, 62, 66]"
325,225,24,24,"[73, 109, 250, 98]"
325,250,24,24,"[73, 109, 250, 98]"
325,275,24,24,"[143, 219, 70, 86]"
325,300,24,24,"[143, 219, 70, 86]"
325,325,24,24,"[143, 219, 70, 86]"
325,350,24,24,"[168, 118, 62, 66]"
325,375,24,24,"[143, 219, 70, 86]"
325,400,24,24,"[168, 118, 62, 66]"
325,425,24,24,"[168, 118, 62, 66]"
325,450,24,24,"[168, 118, 62, 66]"
325,475,24,24,"[143, 219, 70, 86]"
325,500,24,24,"[168, 118, 62, 66]"
325,525,24,24,"[143, 219, 70, 86]"
325,550,24,24,"[168, 118, 62, 66]"
325,575,24,24,"[168, 118, 62, 66]"
325,600,24,24,"[168, 118, 62, 66]"
325,625,24,24,"[143, 219, 70, 86]"
325,650,24,24,"[73, 109, 250, 98]"
325,675,24,24,"[143, 219, 70, 86]"
325,700,24,24,"[73, 109, 250, 98]"
325,725,24,24,"[168, 118, 62, 66]"
325,750,24,24,"[168, 118, 62, 66]"
325,775,24,24,"[143, 219, 70, 86]"
325,800,24,24,"[73, 109, 250, 98]"
325,825,24,24,"[143, 219, 70, 86]"
325,850,24,24,"[143, 219, 70, 86]"
325,875,24,24,"[168, 118, 62, 66]"
325,900,24,24,"[143, 219, 70, 86]"
325,925,24,24,"[73, 109, 250, 98]"
325,950,24,24,"[143, 219, 70, 86]"
325,975,24,24,"[168, 118, 62, 66]"
325,1000,24,24,"[168, 118, 62, 66]"
325,1025,24,24,"[168, 118, 62, 66]"
350,0,24,24,"[168, 118, 62, 66]"
350,25,24,24,"[143, 219, 70, 86]"
350,50,24,24,"[168, 118, 62, 66]"
350,75,24,24,"[143, 219, 70, 86]"
350,100,24,24,"[143, 219, 70, 86]"
350,125,24,24,"[73, 109, 250, 98]"
350,150,24,24,"[73, 109, 250, 98]"
350,175,24,24,"[143, 219, 70, 86]"
350,200,24,24,"[143, 219, 70, 86]"
350,225,24,24,"[143, 219, 70, 86]"
350,250,24,24,"[168, 118, 62, 66]"
350,275,24,24,"[73, 109, 250, 98]"
350,300,24,24,"[168, 118, 62, 66]"
350,325,24,24,"[73, 109, 250, 98]"
350,350,24,24,"[168, 118, 62, 66]"
350,375,24,24,"[168, 118, 62, 66]"
350,400,24,24,"[168, 118, 62, 66]"
350,425,24,24,"[143, 219, 70, 86]"
